NAME,DP03_0061PE,DP03_0061PM,DP03_0062E,DP03_0062M,state_fips,county_fips,county_subdivision_fips,municipality_base,county,municipality_type,municipality,pct_200k_plus,pct_200k_plus_moe,median_income,median_income_moe,median_income_low,median_income_high,state_rank
"Philadelphia city, Philadelphia County, Pennsylvania",8.9,0.3,61953.0,919.0,42,101,60000,Philadelphia,Philadelphia County,City,Philadelphia,8.9,0.3,61953.0,919.0,61034.0,62872.0,786
"Prospect borough, Butler County, Pennsylvania",8.9,3.8,88250.0,14922.0,42,019,62752,Prospect,Butler County,Borough,Prospect,8.9,3.8,88250.0,14922.0,73328.0,103172.0,786
"North Heidelberg township, Berks County, Pennsylvania",8.9,3.3,92500.0,23703.0,42,011,55088,North Heidelberg,Berks County,Township,North Heidelberg,8.9,3.3,92500.0,23703.0,68797.0,116203.0,786
"Mohnton borough, Berks County, Pennsylvania",8.9,5.4,80745.0,6842.0,42,011,50272,Mohnton,Berks County,Borough,Mohnton,8.9,5.4,80745.0,6842.0,73903.0,87587.0,786
"Mahoning township, Carbon County, Pennsylvania",8.9,5.6,71881.0,21753.0,42,025,46640,Mahoning,Carbon County,Township,Mahoning,8.9,5.6,71881.0,21753.0,50128.0,93634.0,786
"Cascade township, Lycoming County, Pennsylvania",8.9,4.9,70417.0,23608.0,42,081,11560,Cascade,Lycoming County,Township,Cascade,8.9,4.9,70417.0,23608.0,46809.0,94025.0,786
"Heidelberg borough, Allegheny County, Pennsylvania",8.9,5.4,67829.0,6303.0,42,003,33592,Heidelberg,Allegheny County,Borough,Heidelberg,8.9,5.4,67829.0,6303.0,61526.0,74132.0,786
"Howe township, Perry County, Pennsylvania",8.8,6.6,87386.0,6652.0,42,099,36000,Howe,Perry County,Township,Howe,8.8,6.6,87386.0,6652.0,80734.0,94038.0,798
"Washington township, Westmoreland County, Pennsylvania",8.8,3.9,83587.0,15802.0,42,129,81336,Washington,Westmoreland County,Township,Washington,8.8,3.9,83587.0,15802.0,67785.0,99389.0,798
"Palmyra borough, Lebanon County, Pennsylvania",8.8,3.5,77469.0,6733.0,42,075,57720,Palmyra,Lebanon County,Borough,Palmyra,8.8,3.5,77469.0,6733.0,70736.0,84202.0,798
"Jackson township, Dauphin County, Pennsylvania",8.8,5.1,95515.0,29965.0,42,043,37368,Jackson,Dauphin County,Township,Jackson,8.8,5.1,95515.0,29965.0,65550.0,125480.0,798
"Muddy Creek township, Butler County, Pennsylvania",8.8,3.6,83346.0,14751.0,42,019,52176,Muddy Creek,Butler County,Township,Muddy Creek,8.8,3.6,83346.0,14751.0,68595.0,98097.0,798
"Jefferson township, Mercer County, Pennsylvania",8.8,4.4,67500.0,25943.0,42,085,37904,Jefferson,Mercer County,Township,Jefferson,8.8,4.4,67500.0,25943.0,41557.0,93443.0,798
"Mechanicsburg borough, Cumberland County, Pennsylvania",8.8,3.7,84421.0,13519.0,42,041,48376,Mechanicsburg,Cumberland County,Borough,Mechanicsburg,8.8,3.7,84421.0,13519.0,70902.0,97940.0,798
"Armstrong township, Indiana County, Pennsylvania",8.8,5.2,81404.0,6226.0,42,063,03064,Armstrong,Indiana County,Township,Armstrong,8.8,5.2,81404.0,6226.0,75178.0,87630.0,798
"Spruce Creek township, Huntingdon County, Pennsylvania",8.8,6.9,70000.0,27314.0,42,061,73488,Spruce Creek,Huntingdon County,Township,Spruce Creek,8.8,6.9,70000.0,27314.0,42686.0,97314.0,798
"Eldred township, Schuylkill County, Pennsylvania",8.8,5.0,73250.0,17702.0,42,107,22912,Eldred,Schuylkill County,Township,Eldred,8.8,5.0,73250.0,17702.0,55548.0,90952.0,798
"Darlington township, Beaver County, Pennsylvania",8.8,5.3,64107.0,15478.0,42,007,18200,Darlington,Beaver County,Township,Darlington Township,8.8,5.3,64107.0,15478.0,48629.0,79585.0,798
"Beaver township, Columbia County, Pennsylvania",8.8,6.3,84167.0,12459.0,42,037,04704,Beaver,Columbia County,Township,Beaver,8.8,6.3,84167.0,12459.0,71708.0,96626.0,798
"Upper Burrell township, Westmoreland County, Pennsylvania",8.7,4.7,89229.0,8537.0,42,129,78768,Upper Burrell,Westmoreland County,Township,Upper Burrell,8.7,4.7,89229.0,8537.0,80692.0,97766.0,810
"Bellevue borough, Allegheny County, Pennsylvania",8.7,2.7,68827.0,5645.0,42,003,05312,Bellevue,Allegheny County,Borough,Bellevue,8.7,2.7,68827.0,5645.0,63182.0,74472.0,810
"West Cornwall township, Lebanon County, Pennsylvania",8.7,4.4,84750.0,10811.0,42,075,82752,West Cornwall,Lebanon County,Township,West Cornwall,8.7,4.4,84750.0,10811.0,73939.0,95561.0,810
"Porter township, Pike County, Pennsylvania",8.7,7.1,67857.0,9096.0,42,103,62192,Porter,Pike County,Township,Porter,8.7,7.1,67857.0,9096.0,58761.0,76953.0,810
"Turbot township, Northumberland County, Pennsylvania",8.7,3.2,72000.0,11821.0,42,097,77830,Turbot,Northumberland County,Township,Turbot,8.7,3.2,72000.0,11821.0,60179.0,83821.0,810
"Anthony township, Montour County, Pennsylvania",8.7,3.8,81705.0,9107.0,42,093,02664,Anthony,Montour County,Township,Anthony,8.7,3.8,81705.0,9107.0,72598.0,90812.0,810
"Wilmot township, Bradford County, Pennsylvania",8.7,5.2,85000.0,13213.0,42,015,85544,Wilmot,Bradford County,Township,Wilmot,8.7,5.2,85000.0,13213.0,71787.0,98213.0,810
"New Stanton borough, Westmoreland County, Pennsylvania",8.7,3.3,71250.0,9265.0,42,129,54104,New Stanton,Westmoreland County,Borough,New Stanton,8.7,3.3,71250.0,9265.0,61985.0,80515.0,810
"Rockdale township, Crawford County, Pennsylvania",8.6,7.9,71103.0,5159.0,42,039,65440,Rockdale,Crawford County,Township,Rockdale,8.6,7.9,71103.0,5159.0,65944.0,76262.0,818
"Plain Grove township, Lawrence County, Pennsylvania",8.6,4.4,70750.0,14025.0,42,073,61104,Plain Grove,Lawrence County,Township,Plain Grove,8.6,4.4,70750.0,14025.0,56725.0,84775.0,818
"Sugar Grove borough, Warren County, Pennsylvania",8.6,7.4,71875.0,16203.0,42,123,75024,Sugar Grove,Warren County,Borough,Sugar Grove Borough,8.6,7.4,71875.0,16203.0,55672.0,88078.0,818
"Manheim borough, Lancaster County, Pennsylvania",8.6,4.8,81273.0,8663.0,42,071,46888,Manheim,Lancaster County,Borough,Manheim Borough,8.6,4.8,81273.0,8663.0,72610.0,89936.0,818
"Deer Lake borough, Schuylkill County, Pennsylvania",8.6,4.4,103125.0,22542.0,42,107,18576,Deer Lake,Schuylkill County,Borough,Deer Lake,8.6,4.4,103125.0,22542.0,80583.0,125667.0,818
"Perry township, Greene County, Pennsylvania",8.6,5.9,69609.0,23984.0,42,059,59472,Perry,Greene County,Township,Perry,8.6,5.9,69609.0,23984.0,45625.0,93593.0,818
"Daugherty township, Beaver County, Pennsylvania",8.6,6.2,87969.0,20499.0,42,007,18264,Daugherty,Beaver County,Township,Daugherty,8.6,6.2,87969.0,20499.0,67470.0,108468.0,818
"Waterford township, Erie County, Pennsylvania",8.6,6.6,77286.0,10566.0,42,049,81472,Waterford,Erie County,Township,Waterford Township,8.6,6.6,77286.0,10566.0,66720.0,87852.0,818
"Paradise township, Lancaster County, Pennsylvania",8.6,4.2,107188.0,15553.0,42,071,57848,Paradise,Lancaster County,Township,Paradise,8.6,4.2,107188.0,15553.0,91635.0,122741.0,818
"Elk Creek township, Erie County, Pennsylvania",8.6,4.3,86250.0,13380.0,42,049,23088,Elk Creek,Erie County,Township,Elk Creek,8.6,4.3,86250.0,13380.0,72870.0,99630.0,818
"Lansdale borough, Montgomery County, Pennsylvania",8.6,2.3,88229.0,10563.0,42,091,41432,Lansdale,Montgomery County,Borough,Lansdale,8.6,2.3,88229.0,10563.0,77666.0,98792.0,818
"Rockefeller township, Northumberland County, Pennsylvania",8.5,5.3,90903.0,9624.0,42,097,65472,Rockefeller,Northumberland County,Township,Rockefeller,8.5,5.3,90903.0,9624.0,81279.0,100527.0,829
"Muhlenberg township, Berks County, Pennsylvania",8.5,2.4,88069.0,6561.0,42,011,52200,Muhlenberg,Berks County,Township,Muhlenberg,8.5,2.4,88069.0,6561.0,81508.0,94630.0,829
"Avalon borough, Allegheny County, Pennsylvania",8.5,3.6,51250.0,8623.0,42,003,03608,Avalon,Allegheny County,Borough,Avalon,8.5,3.6,51250.0,8623.0,42627.0,59873.0,829
"Westfall township, Pike County, Pennsylvania",8.5,4.2,72337.0,5674.0,42,103,82928,Westfall,Pike County,Township,Westfall,8.5,4.2,72337.0,5674.0,66663.0,78011.0,829
"Worth township, Butler County, Pennsylvania",8.5,3.1,68611.0,15385.0,42,019,86536,Worth,Butler County,Township,Worth,8.5,3.1,68611.0,15385.0,53226.0,83996.0,829
"Spring City borough, Chester County, Pennsylvania",8.5,4.4,76419.0,12700.0,42,029,72920,Spring,Chester County,Borough,Spring,8.5,4.4,76419.0,12700.0,63719.0,89119.0,829
"Douglass township, Berks County, Pennsylvania",8.5,5.6,79808.0,19006.0,42,011,19664,Douglass,Berks County,Township,Douglass,8.5,5.6,79808.0,19006.0,60802.0,98814.0,829
"Bradford township, McKean County, Pennsylvania",8.5,4.3,90243.0,11379.0,42,083,08048,Bradford,McKean County,Township,Bradford Township,8.5,4.3,90243.0,11379.0,78864.0,101622.0,829
"Elizabeth township, Allegheny County, Pennsylvania",8.5,3.3,80589.0,12884.0,42,003,23000,Elizabeth,Allegheny County,Township,Elizabeth Township,8.5,3.3,80589.0,12884.0,67705.0,93473.0,829
"Union township, Luzerne County, Pennsylvania",8.5,3.8,92991.0,12779.0,42,079,78384,Union,Luzerne County,Township,Union,8.5,3.8,92991.0,12779.0,80212.0,105770.0,829
"Penndel borough, Bucks County, Pennsylvania",8.5,3.1,75517.0,25229.0,42,017,58936,Penndel,Bucks County,Borough,Penndel,8.5,3.1,75517.0,25229.0,50288.0,100746.0,829
"Toby township, Clarion County, Pennsylvania",8.5,3.6,71023.0,10360.0,42,031,76928,Toby,Clarion County,Township,Toby,8.5,3.6,71023.0,10360.0,60663.0,81383.0,829
"New Berlin borough, Union County, Pennsylvania",8.5,5.6,89286.0,19074.0,42,119,53200,New Berlin,Union County,Borough,New Berlin,8.5,5.6,89286.0,19074.0,70212.0,108360.0,829
"Cleveland township, Columbia County, Pennsylvania",8.4,4.7,71923.0,10968.0,42,037,14184,Cleveland,Columbia County,Township,Cleveland,8.4,4.7,71923.0,10968.0,60955.0,82891.0,842
"Washington township, York County, Pennsylvania",8.4,2.5,92226.0,8093.0,42,133,81352,Washington,York County,Township,Washington,8.4,2.5,92226.0,8093.0,84133.0,100319.0,842
"Monroeville municipality, Allegheny County, Pennsylvania",8.4,1.8,79218.0,3899.0,42,003,50528,Monroeville,Allegheny County,Municipality,Monroeville,8.4,1.8,79218.0,3899.0,75319.0,83117.0,842
"Bethel township, Lebanon County, Pennsylvania",8.4,3.4,89911.0,19599.0,42,075,06040,Bethel,Lebanon County,Township,Bethel,8.4,3.4,89911.0,19599.0,70312.0,109510.0,842
"Long Branch borough, Washington County, Pennsylvania",8.4,3.4,75000.0,7912.0,42,125,44512,Long Branch,Washington County,Borough,Long Branch,8.4,3.4,75000.0,7912.0,67088.0,82912.0,842
"Jefferson township, Greene County, Pennsylvania",8.4,4.6,72500.0,11435.0,42,059,37888,Jefferson,Greene County,Township,Jefferson Township,8.4,4.6,72500.0,11435.0,61065.0,83935.0,842
"Newberry township, York County, Pennsylvania",8.4,3.1,95357.0,10573.0,42,133,53224,Newberry,York County,Township,Newberry,8.4,3.1,95357.0,10573.0,84784.0,105930.0,842
"Walker township, Juniata County, Pennsylvania",8.4,3.8,72813.0,8115.0,42,067,80568,Walker,Juniata County,Township,Walker,8.4,3.8,72813.0,8115.0,64698.0,80928.0,842
"Greene township, Pike County, Pennsylvania",8.4,6.6,64219.0,20889.0,42,103,30976,Greene,Pike County,Township,Greene,8.4,6.6,64219.0,20889.0,43330.0,85108.0,842
"Lawrenceville borough, Tioga County, Pennsylvania",8.4,5.8,72708.0,17519.0,42,117,42016,Lawrenceville,Tioga County,Borough,Lawrenceville,8.4,5.8,72708.0,17519.0,55189.0,90227.0,842
"West Pennsboro township, Cumberland County, Pennsylvania",8.4,4.6,81433.0,11056.0,42,041,83800,West Pennsboro,Cumberland County,Township,West Pennsboro,8.4,4.6,81433.0,11056.0,70377.0,92489.0,842
"Southampton township, Cumberland County, Pennsylvania",8.4,4.3,81392.0,9501.0,42,041,71904,Southampton,Cumberland County,Township,Southampton,8.4,4.3,81392.0,9501.0,71891.0,90893.0,842
"East Bangor borough, Northampton County, Pennsylvania",8.4,6.0,81250.0,18466.0,42,095,20776,East Bangor,Northampton County,Borough,East Bangor,8.4,6.0,81250.0,18466.0,62784.0,99716.0,842
"Perry township, Berks County, Pennsylvania",8.4,3.5,94531.0,18660.0,42,011,59448,Perry,Berks County,Township,Perry,8.4,3.5,94531.0,18660.0,75871.0,113191.0,842
"Allegheny township, Cambria County, Pennsylvania",8.3,3.6,90809.0,7748.0,42,021,00868,Allegheny,Cambria County,Township,Allegheny,8.3,3.6,90809.0,7748.0,83061.0,98557.0,856
"Jackson township, Greene County, Pennsylvania",8.3,7.4,67212.0,13799.0,42,059,37376,Jackson,Greene County,Township,Jackson,8.3,7.4,67212.0,13799.0,53413.0,81011.0,856
"Starrucca borough, Wayne County, Pennsylvania",8.3,10.1,70278.0,2749.0,42,127,73784,Starrucca,Wayne County,Borough,Starrucca,8.3,10.1,70278.0,2749.0,67529.0,73027.0,856
"Tunkhannock township, Wyoming County, Pennsylvania",8.3,3.9,83459.0,9205.0,42,131,77792,Tunkhannock,Wyoming County,Township,Tunkhannock Township,8.3,3.9,83459.0,9205.0,74254.0,92664.0,856
"Green Lane borough, Montgomery County, Pennsylvania",8.3,7.4,72054.0,12742.0,42,091,31088,Green Lane,Montgomery County,Borough,Green Lane,8.3,7.4,72054.0,12742.0,59312.0,84796.0,856
"Jackson township, Perry County, Pennsylvania",8.3,5.2,64375.0,12915.0,42,099,37440,Jackson,Perry County,Township,Jackson,8.3,5.2,64375.0,12915.0,51460.0,77290.0,856
"Southwest Madison township, Perry County, Pennsylvania",8.3,3.9,92727.0,8744.0,42,099,72624,Southwest Madison,Perry County,Township,Southwest Madison,8.3,3.9,92727.0,8744.0,83983.0,101471.0,856
"Worthington borough, Armstrong County, Pennsylvania",8.3,8.0,74000.0,30812.0,42,005,86560,Worthington,Armstrong County,Borough,Worthington,8.3,8.0,74000.0,30812.0,43188.0,104812.0,856
"Union township, Centre County, Pennsylvania",8.3,3.6,88500.0,9732.0,42,027,78288,Union,Centre County,Township,Union,8.3,3.6,88500.0,9732.0,78768.0,98232.0,856
"Elkland borough, Tioga County, Pennsylvania",8.3,5.2,54531.0,15546.0,42,117,23152,Elkland,Tioga County,Borough,Elkland,8.3,5.2,54531.0,15546.0,38985.0,70077.0,856
"New Wilmington borough, Lawrence County, Pennsylvania",8.2,4.0,73696.0,12521.0,42,073,54352,New Wilmington,Lawrence County,Borough,New Wilmington,8.2,4.0,73696.0,12521.0,61175.0,86217.0,866
"North Bethlehem township, Washington County, Pennsylvania",8.2,3.7,94922.0,24040.0,42,125,54800,North Bethlehem,Washington County,Township,North Bethlehem,8.2,3.7,94922.0,24040.0,70882.0,118962.0,866
"Kingston township, Luzerne County, Pennsylvania",8.2,3.8,76574.0,22952.0,42,079,39792,Kingston,Luzerne County,Township,Kingston Township,8.2,3.8,76574.0,22952.0,53622.0,99526.0,866
"Wayne township, Schuylkill County, Pennsylvania",8.2,4.5,98300.0,10007.0,42,107,81792,Wayne,Schuylkill County,Township,Wayne,8.2,4.5,98300.0,10007.0,88293.0,108307.0,866
"Upper Paxton township, Dauphin County, Pennsylvania",8.2,3.4,58105.0,19660.0,42,043,79216,Upper Paxton,Dauphin County,Township,Upper Paxton,8.2,3.4,58105.0,19660.0,38445.0,77765.0,866
"Penn township, Snyder County, Pennsylvania",8.2,4.3,61479.0,20511.0,42,109,58864,Penn,Snyder County,Township,Penn,8.2,4.3,61479.0,20511.0,40968.0,81990.0,866
"Overfield township, Wyoming County, Pennsylvania",8.2,6.2,64750.0,14533.0,42,131,57408,Overfield,Wyoming County,Township,Overfield,8.2,6.2,64750.0,14533.0,50217.0,79283.0,866
"Liberty township, Susquehanna County, Pennsylvania",8.2,6.9,73077.0,9421.0,42,115,43120,Liberty,Susquehanna County,Township,Liberty,8.2,6.9,73077.0,9421.0,63656.0,82498.0,866
"South Pymatuning township, Mercer County, Pennsylvania",8.2,3.1,77614.0,10348.0,42,085,72440,South Pymatuning,Mercer County,Township,South Pymatuning,8.2,3.1,77614.0,10348.0,67266.0,87962.0,866
"Lamar township, Clinton County, Pennsylvania",8.1,3.6,92188.0,12666.0,42,035,41112,Lamar,Clinton County,Township,Lamar,8.1,3.6,92188.0,12666.0,79522.0,104854.0,875
"Oxford township, Adams County, Pennsylvania",8.1,3.0,82783.0,10026.0,42,001,57472,Oxford,Adams County,Township,Oxford,8.1,3.0,82783.0,10026.0,72757.0,92809.0,875
"Point township, Northumberland County, Pennsylvania",8.1,5.8,70694.0,7842.0,42,097,61832,Point,Northumberland County,Township,Point,8.1,5.8,70694.0,7842.0,62852.0,78536.0,875
"Mount Pleasant township, Columbia County, Pennsylvania",8.1,3.7,91875.0,15744.0,42,037,51792,Mount Pleasant,Columbia County,Township,Mount Pleasant,8.1,3.7,91875.0,15744.0,76131.0,107619.0,875
"Salem township, Westmoreland County, Pennsylvania",8.1,3.1,80293.0,12286.0,42,129,67496,Salem,Westmoreland County,Township,Salem,8.1,3.1,80293.0,12286.0,68007.0,92579.0,875
"Hummelstown borough, Dauphin County, Pennsylvania",8.1,3.8,63175.0,16363.0,42,043,36232,Hummelstown,Dauphin County,Borough,Hummelstown,8.1,3.8,63175.0,16363.0,46812.0,79538.0,875
"Bristol township, Bucks County, Pennsylvania",8.1,1.7,79101.0,4960.0,42,017,08768,Bristol,Bucks County,Township,Bristol Township,8.1,1.7,79101.0,4960.0,74141.0,84061.0,875
"Clarks Summit borough, Lackawanna County, Pennsylvania",8.1,4.7,92083.0,19866.0,42,069,13880,Clarks Summit,Lackawanna County,Borough,Clarks Summit,8.1,4.7,92083.0,19866.0,72217.0,111949.0,875
"Terry township, Bradford County, Pennsylvania",8.1,5.1,57200.0,15829.0,42,015,76408,Terry,Bradford County,Township,Terry,8.1,5.1,57200.0,15829.0,41371.0,73029.0,875
"Sharon township, Potter County, Pennsylvania",8.1,5.9,78393.0,11782.0,42,105,69736,Sharon,Potter County,Township,Sharon,8.1,5.9,78393.0,11782.0,66611.0,90175.0,875
"Whitehall township, Lehigh County, Pennsylvania",8.1,2.4,75658.0,9411.0,42,077,84528,Whitehall,Lehigh County,Township,Whitehall,8.1,2.4,75658.0,9411.0,66247.0,85069.0,875
"Huntingdon borough, Huntingdon County, Pennsylvania",8.1,4.0,67125.0,10490.0,42,061,36368,Huntingdon,Huntingdon County,Borough,Huntingdon,8.1,4.0,67125.0,10490.0,56635.0,77615.0,875
"Warriors Mark township, Huntingdon County, Pennsylvania",8.1,2.7,87350.0,9550.0,42,061,81104,Warriors Mark,Huntingdon County,Township,Warriors Mark,8.1,2.7,87350.0,9550.0,77800.0,96900.0,875
"Washington township, Lehigh County, Pennsylvania",8.0,5.3,86837.0,12598.0,42,077,81280,Washington,Lehigh County,Township,Washington,8.0,5.3,86837.0,12598.0,74239.0,99435.0,888
"Knox township, Jefferson County, Pennsylvania",8.0,5.0,72500.0,13973.0,42,065,40304,Knox,Jefferson County,Township,Knox,8.0,5.0,72500.0,13973.0,58527.0,86473.0,888
"Pike township, Bradford County, Pennsylvania",8.0,6.1,74688.0,19875.0,42,015,60184,Pike,Bradford County,Township,Pike,8.0,6.1,74688.0,19875.0,54813.0,94563.0,888
"Allegheny township, Somerset County, Pennsylvania",8.0,5.0,75583.0,7630.0,42,111,00876,Allegheny,Somerset County,Township,Allegheny,8.0,5.0,75583.0,7630.0,67953.0,83213.0,888
"Auburn township, Susquehanna County, Pennsylvania",8.0,3.0,88625.0,15324.0,42,115,03496,Auburn,Susquehanna County,Township,Auburn,8.0,3.0,88625.0,15324.0,73301.0,103949.0,888
"Grove township, Cameron County, Pennsylvania",8.0,12.5,56667.0,31617.0,42,023,31632,Grove,Cameron County,Township,Grove,8.0,12.5,56667.0,31617.0,25050.0,88284.0,888
"Upper Mifflin township, Cumberland County, Pennsylvania",8.0,4.9,83047.0,12855.0,42,041,79152,Upper Mifflin,Cumberland County,Township,Upper Mifflin,8.0,4.9,83047.0,12855.0,70192.0,95902.0,888
"Nippenose township, Lycoming County, Pennsylvania",8.0,5.0,66053.0,9236.0,42,081,54504,Nippenose,Lycoming County,Township,Nippenose,8.0,5.0,66053.0,9236.0,56817.0,75289.0,888
"Harrison township, Allegheny County, Pennsylvania",8.0,3.4,66316.0,7451.0,42,003,32832,Harrison,Allegheny County,Township,Harrison,8.0,3.4,66316.0,7451.0,58865.0,73767.0,888
"East Prospect borough, York County, Pennsylvania",8.0,6.2,93438.0,11857.0,42,133,21728,East Prospect,York County,Borough,East Prospect,8.0,6.2,93438.0,11857.0,81581.0,105295.0,888
"Slippery Rock borough, Butler County, Pennsylvania",8.0,5.8,52262.0,15115.0,42,019,71184,Slippery Rock,Butler County,Borough,Slippery Rock Borough,8.0,5.8,52262.0,15115.0,37147.0,67377.0,888
"Sutersville borough, Westmoreland County, Pennsylvania",8.0,8.6,65625.0,16566.0,42,129,75584,Sutersville,Westmoreland County,Borough,Sutersville,8.0,8.6,65625.0,16566.0,49059.0,82191.0,888
"Baldwin township, Allegheny County, Pennsylvania",8.0,4.4,89931.0,16740.0,42,003,03932,Baldwin,Allegheny County,Township,Baldwin Township,8.0,4.4,89931.0,16740.0,73191.0,106671.0,888
"Lewis township, Northumberland County, Pennsylvania",8.0,2.8,76484.0,13820.0,42,097,42952,Lewis,Northumberland County,Township,Lewis,8.0,2.8,76484.0,13820.0,62664.0,90304.0,888
"West Mahoning township, Indiana County, Pennsylvania",8.0,5.3,55156.0,12048.0,42,063,83416,West Mahoning,Indiana County,Township,West Mahoning,8.0,5.3,55156.0,12048.0,43108.0,67204.0,888
"Telford borough, Montgomery County, Pennsylvania",8.0,5.2,95463.0,24937.0,42,091,76304,Telford,Montgomery County,Borough,Telford,8.0,5.2,95463.0,24937.0,70526.0,120400.0,888
